,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Age,Gender,Org
22,1233902988365877257,1233837573967089665,2020-03-01 01:52:51 Egypt Standard Time,2020-03-01,01:52:51,200,986000432026730502,ayepizzaboy,Pizza Boy,,@kia_lynee Ketchup &amp; Benjamin,in,[],[],[],0,0,0,[],[],https://twitter.com/AyePizzaBoy/status/1233902988365877257,False,,0,,,,,,,,"[{'screen_name': 'kia_lynee', 'name': 'kia 🖤', 'id': '913753432854581248'}]",,,,,19-29,male,non-org
23,1233902925199613952,1233668862081675264,2020-03-01 01:52:36 Egypt Standard Time,2020-03-01,01:52:36,200,838432910365577216,javaidasheikh1,javaid sheikh,,@Asad_Umar AKHIR MEIN APNNE KHOIB KAHA MR.ASAD UMAR...K..DAIR AED...DRUST AED...MAGAR KIA PEHLE JANG SIRF AMERICA/AGGHANISTAN KEE THEE?TU PHIR SWAAT PE KABXA KIS NE KIA THA?KIA WO.PAKISTAN KA ILAKA NA HEY?HAMARI PAK FORCES NE ZARDARI DOR MEIN SWAAT MEIN WRIT BHAL KEE.,in,[],[],[],1,0,0,[],[],https://twitter.com/JavaidASheikh1/status/1233902925199613952,False,,0,,,,,,,,"[{'screen_name': 'Asad_Umar', 'name': 'Asad Umar', 'id': '452830010'}]",,,,,>=40,male,non-org
24,1233902797021761539,1233902797021761539,2020-03-01 01:52:06 Egypt Standard Time,2020-03-01,01:52:06,200,869943760943280128,shahzaib_khan87,Shaxkhan,,"Last MSG #Shehnaazians   #Shehnaaz Agr kese K Sath Kush Ha To Apko Kia Problem Hai.  Mai Shehnaaz Ki Kushi Mai Kush Ho,or 1000% usk Sath Hu.  Even Agar wo kuch ghalath be karay tho be my support Karonga rok ky dekhao.  Saalo emotional attachment hy os sy. #AlwaysWithYouShehnaaz",in,[],[],[],0,2,0,"['shehnaazians', 'shehnaaz', 'alwayswithyoushehnaaz']",[],https://twitter.com/Shahzaib_khan87/status/1233902797021761539,False,,0,,,,,,,,[],,,,,30-39,male,non-org
25,1233902781125275649,1233902110242213891,2020-03-01 01:52:02 Egypt Standard Time,2020-03-01,01:52:02,200,911865266849681408,send__noodles_,NIGHTMΔRE,,@psycho_hunn Ni matlab izzat de tou rahy hain aur kia sir pr bitha layn... 😑😑,in,[],[],[],1,0,1,[],[],https://twitter.com/send__noodles_/status/1233902781125275649,False,,0,,,,,,,,[],,,,,<=18,male,non-org
26,1233902608869232641,1233885523770396678,2020-03-01 01:51:21 Egypt Standard Time,2020-03-01,01:51:21,200,1138065227981869057,fairykimvtae,ᴮᴱjeje 🧈,,@lostmyseok Pagi kia!,in,[],[],[],1,0,0,[],[],https://twitter.com/fairykimvtae/status/1233902608869232641,False,,0,,,,,,,,"[{'screen_name': 'lostmyseok', 'name': 'kia, close', 'id': '1102077191091761152'}]",,,,,<=18,male,non-org
27,1233902537339625472,1233902537339625472,2020-03-01 01:51:04 Egypt Standard Time,2020-03-01,01:51:04,200,193285040,newsferrari,フェラーリランボルギーニニュース,,中国Geelyがコロナウィルスに対応したSUVを発表！今度は車を買い占めだ！ #Hyundai #KIA   https://t.co/aBqIZpNobd,ja,[],['https://www.ferrarilamborghininews.com/blog-entry-17152.html'],[],0,2,0,"['hyundai', 'kia']",[],https://twitter.com/newsferrari/status/1233902537339625472,False,,0,,,,,,,,[],,,,,19-29,male,non-org
28,1233902487926530049,1233837573967089665,2020-03-01 01:50:52 Egypt Standard Time,2020-03-01,01:50:52,200,2923479373,whmscllywckd,🧡 cass 🧡,,@kia_lynee Patty is my favorite 😍,en,[],[],[],0,0,0,[],[],https://twitter.com/whmscllywckd/status/1233902487926530049,False,,0,,,,,,,,"[{'screen_name': 'kia_lynee', 'name': 'kia 🖤', 'id': '913753432854581248'}]",,,,,<=18,male,non-org
29,1233902467055857664,1233901223817904129,2020-03-01 01:50:47 Egypt Standard Time,2020-03-01,01:50:47,200,1116971346,rizviobviously,s.,,@KomzHolmes Hahaha patanai kia horaha hai magar mujhe sona hai 😂,hi,[],[],[],1,0,0,[],[],https://twitter.com/Rizviobviously/status/1233902467055857664,False,,0,,,,,,,,"[{'screen_name': 'KomzHolmes', 'name': '𝐆𝐨𝐦𝐳 🥀', 'id': '590362086'}]",,,,,19-29,female,non-org
30,1233902361183170561,1233902361183170561,2020-03-01 01:50:22 Egypt Standard Time,2020-03-01,01:50:22,200,2738536480,kennedyykerr,bennedy berr blm,,"i screamed “f green kia souls” then flew so hard off my electric scooter im pretty sure i did a flip n now my leg is abt to fall off :,/",en,[],[],[],0,0,12,[],[],https://twitter.com/kennedyykerr/status/1233902361183170561,False,,0,,,,,,,,[],,,,,19-29,female,non-org
31,1233902330115956742,1233902330115956742,2020-03-01 01:50:14 Egypt Standard Time,2020-03-01,01:50:14,200,2907048828,_potaehto,.Isга.,,Dushman na kary dost ne wo kam kia hae 🎶,hi,[],[],[],0,0,0,[],[],https://twitter.com/_potaehto/status/1233902330115956742,False,,0,,,,,,,,[],,,,,<=18,female,non-org
32,1233902299896000512,1233902299896000512,2020-03-01 01:50:07 Egypt Standard Time,2020-03-01,01:50:07,200,2288308578,euromaidanpr,Euromaidan PR,,Russian forces losses in the #war zone in E #Ukraine during feb 2020 are as follows: 38 KIA andn 44 WIA - official | EMP #russiaukrainewar,en,[],[],[],0,6,4,"['war', 'ukraine', 'russiaukrainewar']",[],https://twitter.com/EuromaidanPR/status/1233902299896000512,False,,0,,,,,,,,[],,,,,<=18,male,is-org
33,1233902046551642112,1233902046551642112,2020-03-01 01:49:07 Egypt Standard Time,2020-03-01,01:49:07,200,411632780,less_is_moooree,Brian,,My brand new Kia has been in the shop longer than any other car (all used!) I’ve ever owned LOL,en,[],[],[],1,0,5,[],[],https://twitter.com/less_is_moooree/status/1233902046551642112,False,,0,,,,,,,,[],,,,,<=18,male,non-org
34,1233901979690315776,1233837573967089665,2020-03-01 01:48:51 Egypt Standard Time,2020-03-01,01:48:51,200,1541954850,timyoloe,MonsterSully,,"@kia_lynee Coco, Marina and Zucker 😁",en,[],[],[],0,0,0,[],[],https://twitter.com/TimYoLoE/status/1233901979690315776,False,,0,,,,,,,,"[{'screen_name': 'kia_lynee', 'name': 'kia 🖤', 'id': '913753432854581248'}]",,,,,<=18,male,non-org
35,1233901952854970368,1233893729150230528,2020-03-01 01:48:45 Egypt Standard Time,2020-03-01,01:48:45,200,1148260686612422656,bruuleebomb,T⁷,,@Kiamochiley Pagii kia,in,[],[],[],1,0,1,[],[],https://twitter.com/bruuleebomb/status/1233901952854970368,False,,0,,,,,,,,"[{'screen_name': 'Kiamochiley', 'name': '´kiaa~ k/ia', 'id': '1083321755467304960'}]",,,,,<=18,female,is-org
36,1233901856977383425,1233837573967089665,2020-03-01 01:48:22 Egypt Standard Time,2020-03-01,01:48:22,200,2332593895,thebairwitch,spite,,@kia_lynee Apollo !!,in,[],[],[],0,0,1,[],[],https://twitter.com/thebairwitch/status/1233901856977383425,False,,0,,,,,,,,"[{'screen_name': 'kia_lynee', 'name': 'kia 🖤', 'id': '913753432854581248'}]",,,,,<=18,male,non-org
37,1233901853806661633,1233895916937019393,2020-03-01 01:48:21 Egypt Standard Time,2020-03-01,01:48:21,200,899327015916056576,aadymemon,𝛂𝛂ɗƴ,,@allthemoonligh Ab Kia bol sakta Mai... Tumko pata hi nahi kuch phir :),hi,[],[],[],0,0,0,[],[],https://twitter.com/Aadymemon/status/1233901853806661633,False,,0,,,,,,,,"[{'screen_name': 'allthemoonligh', 'name': '🥀', 'id': '4287371055'}]",,,,,19-29,male,non-org
38,1233901837385748481,1233893729150230528,2020-03-01 01:48:17 Egypt Standard Time,2020-03-01,01:48:17,200,1014439510803771393,cyggarets,Tee,,@Kiamochiley Pagi kia,in,[],[],[],1,0,1,[],[],https://twitter.com/cyggarets/status/1233901837385748481,False,,0,,,,,,,,"[{'screen_name': 'Kiamochiley', 'name': '´kiaa~ k/ia', 'id': '1083321755467304960'}]",,,,,<=18,female,non-org
39,1233901755441786881,1233754131682275328,2020-03-01 01:47:57 Egypt Standard Time,2020-03-01,01:47:57,200,153996343,thekohler,"Get vaccinated and stop eating horse paste, dummy",,@waitmanb @cbechtel17 *censors self*  Those of us who know folks who were KIA in USAF service don't find this terribly funny.,en,[],[],[],2,0,1,[],[],https://twitter.com/thekohler/status/1233901755441786881,False,,0,,,,,,,,"[{'screen_name': 'waitmanb', 'name': 'Dr. Waitman Beorn- Appearing on the Main Stage!', 'id': '17898529'}]",,,,,>=40,male,non-org
40,1233901718213099520,1233901718213099520,2020-03-01 01:47:49 Egypt Standard Time,2020-03-01,01:47:49,200,1233899798035607556,despardes5,Despardes🧡,,Kia pela rang bohat attractive hota hy?  https://t.co/kLqvm8maTU,in,[],[],['https://pbs.twimg.com/media/ER-zD6FWsAAGCMZ.jpg'],0,0,0,[],[],https://twitter.com/Despardes5/status/1233901718213099520,False,,1,https://pbs.twimg.com/media/ER-zD6FWsAAGCMZ.jpg,,,,,,,[],,,,,<=18,male,non-org
41,1233901700794085377,1233837573967089665,2020-03-01 01:47:44 Egypt Standard Time,2020-03-01,01:47:44,200,2841658860,spoiledbat_,🤍𝖉𝖚𝖒𝖇 𝖇𝖎𝖙𝖈𝖍🤍,,@kia_lynee my favorites are Muffy and Lucky 🖤🤍,en,[],[],[],0,0,0,[],[],https://twitter.com/spoiledbat_/status/1233901700794085377,False,,0,,,,,,,,"[{'screen_name': 'kia_lynee', 'name': 'kia 🖤', 'id': '913753432854581248'}]",,,,,19-29,female,non-org
42,1233901555964764160,1233901555964764160,2020-03-01 01:47:10 Egypt Standard Time,2020-03-01,01:47:10,200,115386240,agelista,Alejandro Gelista,"{'type': 'Point', 'coordinates': [19.475529, -99.549908]}",Este fin de semana seguimos manejando el #KIA #Rio #Sedan. Un auto que cada vez vemos más circulando en las calles en Estado de México  https://t.co/ZgD61YzjCv,es,[],['https://www.instagram.com/p/B9K3UlpJXXy/?igshid=10z7dbqo4fszt'],[],0,0,0,"['kia', 'rio', 'sedan']",[],https://twitter.com/agelista/status/1233901555964764160,False,,0,,,,,,,,[],,,,,30-39,male,non-org
43,1233901451409285120,1233852114230628352,2020-03-01 01:46:45 Egypt Standard Time,2020-03-01,01:46:45,200,811605091019001861,sachink20664358,Sachin Kumar,,@Pun_Starr Kia ora,in,[],[],[],0,0,0,[],[],https://twitter.com/SachinK20664358/status/1233901451409285120,False,,0,,,,,,,,"[{'screen_name': 'Pun_Starr', 'name': 'PuNsTeR™', 'id': '101546430'}]",,,,,19-29,male,non-org
44,1233901006985080834,1233837573967089665,2020-03-01 01:44:59 Egypt Standard Time,2020-03-01,01:44:59,200,628470741,jtalia1,Jﾐnnα ☄︎ // BLM,,"@kia_lynee favorite villagers are Cube, Vesta, Kevin, Molly, and more 🥺",en,[],[],[],0,0,0,[],[],https://twitter.com/Jtalia1/status/1233901006985080834,False,,0,,,,,,,,"[{'screen_name': 'kia_lynee', 'name': 'kia 🖤', 'id': '913753432854581248'}]",,,,,19-29,female,non-org
45,1233900819113791489,1233890394116587521,2020-03-01 01:44:14 Egypt Standard Time,2020-03-01,01:44:14,200,1044487263483285504,deep_eyessss,Bia,,@Moosamatrooshi Hawn wahan sy hi start kia but kuch chezon ki smjh ne ati thk,in,[],[],[],0,0,0,[],[],https://twitter.com/Deep_EyesSss/status/1233900819113791489,False,,0,,,,,,,,"[{'screen_name': 'Moosamatrooshi', 'name': 'Moosa Matrooshi', 'id': '4081753659'}]",,,,,19-29,female,non-org
46,1233900800776249346,1233892008793722880,2020-03-01 01:44:10 Egypt Standard Time,2020-03-01,01:44:10,200,1215745792218103808,can_bey30,Can_yaman 💖,,@sabkaBaap1234 @AdvocatejJyoti Waaao ap blind ho jati hn tb jb ye sexuality apky sidhearts dkhaty hn jb 1 girl ko degarde krty hn tb or ap ny bi to abi apni hi kesi ladki garima ki pic lgai jsy mjhe gusa aya ap ny bi kia wsy me to usko janti bi ni thi to apna ap cheap ni laga,in,[],[],[],0,0,0,[],[],https://twitter.com/Can_bey30/status/1233900800776249346,False,,0,,,,,,,,[],,,,,30-39,male,non-org
47,1233900691652931585,1233893729150230528,2020-03-01 01:43:44 Egypt Standard Time,2020-03-01,01:43:44,200,875231371597291520,_ohmyoongs,al⛄ (kinda ia),,@Kiamochiley Pagiii Kia,in,[],[],[],1,0,1,[],[],https://twitter.com/_ohmyoongs/status/1233900691652931585,False,,0,,,,,,,,"[{'screen_name': 'Kiamochiley', 'name': '´kiaa~ k/ia', 'id': '1083321755467304960'}]",,,,,<=18,male,non-org
48,1233900564913836032,1233900564913836032,2020-03-01 01:43:14 Egypt Standard Time,2020-03-01,01:43:14,200,216842401,makeawishchile,Make-A-Wish Chile,,Gran día en el #ATP250Santiago del @chile_open junto a nuestros amigos de @Kia_Chile con toda la #ActitudKia compartiendo #elpoderdeundeseo #40años2020 🎾⭐️💫  https://t.co/U4wWPkgogT,es,"[{'screen_name': 'chile_open', 'name': 'chile open', 'id': '1202953920076754954'}, {'screen_name': 'kia_chile', 'name': 'kia chile', 'id': '124583696'}]",[],"['https://pbs.twimg.com/media/ER-yA8WWoAA2Whx.jpg', 'https://pbs.twimg.com/media/ER-yA8ZWkAIbUpO.jpg', 'https://pbs.twimg.com/media/ER-yA8ZW4AE2XyR.jpg', 'https://pbs.twimg.com/media/ER-yBCAXYAEhxp2.jpg']",0,3,5,"['atp250santiago', 'actitudkia', 'elpoderdeundeseo', '40años2020']",[],https://twitter.com/MakeAWishChile/status/1233900564913836032,False,,1,https://pbs.twimg.com/media/ER-yA8WWoAA2Whx.jpg,,,,,,,[],,,,,19-29,female,is-org
49,1233900502594805760,1233837573967089665,2020-03-01 01:42:59 Egypt Standard Time,2020-03-01,01:42:59,200,2798447166,killjoyprince,💙Prince💙 @ !!SHOP OPEN!!,,"@kia_lynee Mott, Ursula Monique and Lucy are my faves",en,[],[],[],0,0,0,[],[],https://twitter.com/KilljoyPrince/status/1233900502594805760,False,,0,,,,,,,,"[{'screen_name': 'kia_lynee', 'name': 'kia 🖤', 'id': '913753432854581248'}]",,,,,<=18,male,non-org
50,1233900433791471619,1233837573967089665,2020-03-01 01:42:42 Egypt Standard Time,2020-03-01,01:42:42,200,1137075412952059905,silentheatherm,Silent Heather Tarot ♊,,@kia_lynee @awkwarmental Rosieee,pl,[],[],[],0,0,0,[],[],https://twitter.com/SilentHeatherM/status/1233900433791471619,False,,0,,,,,,,,"[{'screen_name': 'kia_lynee', 'name': 'kia 🖤', 'id': '913753432854581248'}, {'screen_name': 'awkwarmental', 'name': 'Awkwarmental', 'id': '821103941471571972'}]",,,,,19-29,female,non-org
51,1233900401419833346,1233731142567653378,2020-03-01 01:42:35 Egypt Standard Time,2020-03-01,01:42:35,200,732776524210823168,elponederoromy,Romualdo bienes raices acapulco100%,,@Pontifex_es Dios les bendiga proteja con su sangre divina familias de ustedes dueños socios hoteles restaurantes casinos liverpool Palacio de hierro inbursa carso honda mazda ford volvo Mercedes benz porche bmw kia toyota vw renaul audi porsche,es,[],[],[],0,0,0,[],[],https://twitter.com/ElponederoRomy/status/1233900401419833346,False,,0,,,,,,,,"[{'screen_name': 'Pontifex_es', 'name': 'Papa Francisco', 'id': '525264466'}]",,,,,>=40,male,non-org
